Architecture,Batchsize,Dropout,Epochs,Iteration,LearningRate,Length,Model,TestLoss,TrainLoss,Variables
32,20,0.25,300,4,0.01,20,lstm,202.63152682396674,0.00528429866117732,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,5,0.01,20,lstm,204.0099090248026,0.005963177176019069,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,6,0.01,20,lstm,201.89105979345177,0.005445843254335698,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,7,0.01,20,lstm,203.5283455797421,0.004434809250863024,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,8,0.01,20,lstm,201.12702400453628,0.004261532988422654,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,9,0.01,20,lstm,202.98160840106266,0.003469835061124599,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,10,0.01,20,lstm,202.98750813802084,0.004321751893226998,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,11,0.01,20,lstm,202.00021657636088,0.0032395126550503767,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,12,0.01,20,lstm,203.7762157481204,0.003573358200622538,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,13,0.01,20,lstm,202.51153269121724,0.003026095108215751,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,14,0.01,20,lstm,202.15598666283393,0.003476844799424215,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,15,0.01,20,lstm,203.53010985671833,0.0029241960228144287,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,16,0.01,20,lstm,202.5710972611622,0.002751446075677635,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,17,0.01,20,lstm,203.19479025563885,0.0027611309525239084,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,18,0.01,20,lstm,201.73556485740087,0.0026759467396521982,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,19,0.01,20,lstm,203.67530954012307,0.0024917355935987597,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,20,0.01,20,lstm,202.0910121138378,0.00271598966255718,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,21,0.01,20,lstm,203.26125967374412,0.0022778541772754276,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,22,0.01,20,lstm,201.36661406486266,0.0024104311538136604,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,23,0.01,20,lstm,202.2100853048345,0.002456808429379209,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,24,0.01,20,lstm,203.34138012957828,0.0023508679433491913,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,25,0.01,20,lstm,202.52921057260164,0.001991122541811587,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,26,0.01,20,lstm,202.80884232059603,0.0020044430624521674,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,27,0.01,20,lstm,202.44735094296036,0.0021343023574359418,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,28,0.01,20,lstm,202.74417130665114,0.0020004066961412997,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,29,0.01,20,lstm,202.48046333559097,0.002170921142551459,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,30,0.01,20,lstm,203.01400510726435,0.0016651056938016431,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,31,0.01,20,lstm,201.79208029470135,0.002005585344464269,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,32,0.01,20,lstm,202.63158096805697,0.0016723536976380618,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,33,0.01,20,lstm,202.1263941282867,0.001865330966776911,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,34,0.01,20,lstm,203.1338863577894,0.0017964621779524021,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,35,0.01,20,lstm,201.32081226636004,0.0017825089012612444,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,36,0.01,20,lstm,203.08601723947834,0.0018023179250424026,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,37,0.01,20,lstm,202.05067279774656,0.0014789116388651785,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,38,0.01,20,lstm,202.70635576145622,0.0017097288817635007,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,39,0.01,20,lstm,202.694338234522,0.0015742584919911896,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,40,0.01,20,lstm,201.74664470713626,0.0015817053049962356,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,41,0.01,20,lstm,201.25618358324934,0.0016292119148514747,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,42,0.01,20,lstm,202.0796149469191,0.0013399604588273798,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,43,0.01,20,lstm,201.34559877457158,0.0013493861027400352,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,44,0.01,20,lstm,202.60316893874958,0.0016202273337717994,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,45,0.01,20,lstm,202.47288431147092,0.0014498564811042363,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,46,0.01,20,lstm,203.0822069721837,0.0014709759992994423,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,47,0.01,20,lstm,202.23947143554688,0.0015361469179327205,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,48,0.01,20,lstm,200.78947284657468,0.0013088139588772656,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,49,0.01,20,lstm,201.73682625063003,0.0015006090928435854,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,50,0.01,20,lstm,201.7538566999538,0.001322236456846381,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,51,0.01,20,lstm,202.3631058559623,0.0013018530205220942,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,52,0.01,20,lstm,201.62552372101814,0.00140260711377294,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,53,0.01,20,lstm,201.6063216014575,0.0015933836359417882,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,54,0.01,20,lstm,201.43576345136088,0.0011704463944694735,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,55,0.01,20,lstm,201.18350400206864,0.0013919244114546164,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,56,0.01,20,lstm,201.59508867161247,0.0012235284753369395,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,57,0.01,20,lstm,201.0080376081569,0.0013190379322945323,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,58,0.01,20,lstm,202.2912112000168,0.0013465501467437321,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,59,0.01,20,lstm,203.48401026571952,0.0011273794967414292,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,60,0.01,20,lstm,202.44390426143522,0.0013152828582451077,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,61,0.01,20,lstm,202.5684343563613,0.0011534809838723188,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,62,0.01,20,lstm,201.87572241342195,0.00128739836255702,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,63,0.01,20,lstm,201.1704587218582,0.0009958689758606375,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,64,0.01,20,lstm,202.78365859164987,0.0013074524256303092,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,65,0.01,20,lstm,200.07172205114878,0.0010636784930739612,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,66,0.01,20,lstm,203.66014492896295,0.001080897474383586,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,67,0.01,20,lstm,201.6992720737252,0.0012074938481412222,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,68,0.01,20,lstm,202.39717807564685,0.001120221039845692,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,69,0.01,20,lstm,201.48033338977444,0.0012342962198216671,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,70,0.01,20,lstm,202.33416534751973,0.0011203809253709112,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,71,0.01,20,lstm,202.2977040608724,0.0010831498004773982,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,72,0.01,20,lstm,202.77475845172842,0.0009155100863822426,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,73,0.01,20,lstm,202.092525359123,0.0010099255583390725,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,74,0.01,20,lstm,203.12840024886592,0.0010104491428693583,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,75,0.01,20,lstm,202.22579578686785,0.0009395017598063012,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,76,0.01,20,lstm,201.94126777238742,0.0010348439866269732,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,77,0.01,20,lstm,200.85861304498488,0.0008709673110142549,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,78,0.01,20,lstm,203.1574406777659,0.0009633039197907887,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,79,0.01,20,lstm,202.70976126065818,0.0008555387106876782,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,80,0.01,20,lstm,201.78059682538432,0.0009452481669864921,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,81,0.01,20,lstm,202.23490216655117,0.0009408840795936259,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,82,0.01,20,lstm,201.1235116938109,0.000876985493675287,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,83,0.01,20,lstm,201.93411943989415,0.0007769149524177613,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,84,0.01,20,lstm,202.59196078392768,0.0009049318236109018,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,85,0.01,20,lstm,201.10545480379494,0.0008347195300942168,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,86,0.01,20,lstm,200.9395497639974,0.0007666742591293284,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,87,0.01,20,lstm,200.62292201544648,0.0008620469831961978,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,88,0.01,20,lstm,200.25598587528353,0.0007921442994521175,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,89,0.01,20,lstm,200.88228516937585,0.0007881499048627836,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,90,0.01,20,lstm,200.66402804466986,0.0007519166406066579,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,91,0.01,20,lstm,201.29285718035953,0.0008380505522631213,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,92,0.01,20,lstm,202.1100601688508,0.0008164197675941548,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,93,0.01,20,lstm,201.04500817739836,0.0007201990997728285,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,94,0.01,20,lstm,202.13999676448043,0.0007935808315505845,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,95,0.01,20,lstm,201.58346327914987,0.0008748421549351344,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,96,0.01,20,lstm,199.2032451014365,0.0007569799823906586,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,97,0.01,20,lstm,201.10342883038265,0.0006561479478781462,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,98,0.01,20,lstm,200.93450484737272,0.0007586900194769139,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,99,0.01,20,lstm,203.50795311056157,0.0007843032147064035,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,100,0.01,20,lstm,200.01008031701528,0.0008406340568192286,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,101,0.01,20,lstm,201.09788939773395,0.0006751031335408867,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,102,0.01,20,lstm,201.48544147450437,0.0006215772872682017,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,103,0.01,20,lstm,198.75650040821364,0.000754068980125526,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,104,0.01,20,lstm,200.3235900222614,0.0006569981394628643,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,105,0.01,20,lstm,200.81231558194725,0.000662170903954278,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,106,0.01,20,lstm,202.08007976573,0.0006853069764361792,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,107,0.01,20,lstm,201.69825219595305,0.0007194388640440582,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,108,0.01,20,lstm,201.20354240171372,0.000704759776253842,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,109,0.01,20,lstm,202.40071450510334,0.0006462132681262277,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,110,0.01,20,lstm,202.9936826972551,0.0006732397536166628,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,111,0.01,20,lstm,200.52123350738196,0.000626118402729331,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,112,0.01,20,lstm,202.2926565190797,0.0006627280368181454,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,113,0.01,20,lstm,201.6045192595451,0.0006546663777525103,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,114,0.01,20,lstm,202.1761709233766,0.0006069455275510161,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,115,0.01,20,lstm,202.80257719306536,0.0005871505875734026,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,116,0.01,20,lstm,202.3316117153373,0.0006412639502921531,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,117,0.01,20,lstm,202.1155249482842,0.0005725683318382264,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,118,0.01,20,lstm,200.6620624501218,0.0006704923129871631,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,119,0.01,20,lstm,201.16094905073925,0.000570288249975871,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,120,0.01,20,lstm,200.44063002063382,0.0006382639686325276,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,121,0.01,20,lstm,201.56172787245885,0.000611968254316268,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,122,0.01,20,lstm,202.16841141895583,0.0005853691258181597,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,123,0.01,20,lstm,201.8343976748887,0.000631530333686609,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,124,0.01,20,lstm,202.9937050111832,0.0006000977859865362,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,125,0.01,20,lstm,201.20978669197328,0.0005856566042556775,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,126,0.01,20,lstm,200.90754223895328,0.000561631724005909,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,127,0.01,20,lstm,201.30969090615548,0.0005679796386645636,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,128,0.01,20,lstm,201.56170194892474,0.0006102694593475887,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,129,0.01,20,lstm,199.24381723711568,0.0005840038795758759,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,130,0.01,20,lstm,201.30386385353663,0.0006230695191543808,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,131,0.01,20,lstm,200.57668099352108,0.000519052430520665,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,132,0.01,20,lstm,199.94613450573337,0.0006056769338829863,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,133,0.01,20,lstm,199.9435570829658,0.0004314219973227518,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,134,0.01,20,lstm,199.73006677114836,0.0005665841962309194,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,135,0.01,20,lstm,199.557126937374,0.0005204875575102717,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,136,0.01,20,lstm,200.99215353688885,0.0005340168888486669,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,137,0.01,20,lstm,201.36627394153226,0.0005714143409725262,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,138,0.01,20,lstm,200.51903181178596,0.0004896736916438697,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,139,0.01,20,lstm,200.88969306535617,0.0005086606117020439,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,140,0.01,20,lstm,200.8765836326025,0.00046677096683925436,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,141,0.01,20,lstm,201.38172945412256,0.0005059189858631076,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,142,0.01,20,lstm,199.9056877218267,0.0005624346990321255,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,143,0.01,20,lstm,199.57227661789105,0.0004884662502823588,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,144,0.01,20,lstm,201.42524834089383,0.000504725428877269,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,145,0.01,20,lstm,200.80631198677966,0.00048006077653328107,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,146,0.01,20,lstm,200.18916665354084,0.0004600905592741095,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,147,0.01,20,lstm,201.8113048922631,0.0005295245053227358,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,148,0.01,20,lstm,202.39130426222277,0.0004590786495686205,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,149,0.01,20,lstm,201.64935089439473,0.0004919627599694671,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,150,0.01,20,lstm,201.78560252856184,0.00044988278895231345,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,151,0.01,20,lstm,201.3172128328713,0.000508628643272263,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,152,0.01,20,lstm,200.8885967295657,0.0004722537903211106,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,153,0.01,20,lstm,201.58285440424436,0.0004352433137537876,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,154,0.01,20,lstm,202.1889371154129,0.000523915533759656,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,155,0.01,20,lstm,200.80817503570228,0.0004161465981840383,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,156,0.01,20,lstm,201.44939988659274,0.0005056656578688454,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,157,0.01,20,lstm,201.7286137406544,0.0004244583650792026,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,158,0.01,20,lstm,200.82133926883822,0.0004985962184992078,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,159,0.01,20,lstm,202.1808622626848,0.0005005223844135029,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,160,0.01,20,lstm,200.7734087872249,0.0004377549052812115,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,161,0.01,20,lstm,201.22364364131803,0.00040939924609125145,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,162,0.01,20,lstm,200.86983350528183,0.00047800368508165824,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,163,0.01,20,lstm,201.34574496361518,0.000440889099706377,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,164,0.01,20,lstm,200.80247481151292,0.00047529901912988907,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,165,0.01,20,lstm,201.94163545998194,0.0003929415227555734,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,166,0.01,20,lstm,201.86613119802166,0.0003980273745253825,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,167,0.01,20,lstm,201.86971652123236,0.0004693913455616457,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,168,0.01,20,lstm,202.80206003496724,0.00040043720044711525,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,169,0.01,20,lstm,199.72247298045824,0.00038049972252531645,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,170,0.01,20,lstm,199.51008917695734,0.00046114452087638166,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,171,0.01,20,lstm,200.98993609028477,0.0004065678566020186,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,172,0.01,20,lstm,200.4353783720283,0.0004776330689515814,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,173,0.01,20,lstm,198.55312913463962,0.0003759656424100746,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,174,0.01,20,lstm,200.90807399954846,0.0004274821243211221,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
32,20,0.25,300,175,0.01,20,lstm,200.64275204238072,0.0003820979248973413,OilFM_ConNLDZNL_ElectricityPeakFM_EURUSDFX_ProdUKCS
